SerialNumber,DEVICEINFOVER,DEVICEINFO,ENCKEY,INFOMAC,SALTVAL,TemperatureSensorID,MCN,ProvisioningPublicKeyId,MANUFACTURINGSTATE
TTR000000088,1,bG9jYWxUaW1lMjAyMy0xMi0wNyAxNDo0Nzo1MyswODowMElNRUk4NjgyMjUwNjAwMjM4NzBJQ0NJRDg5NDU3Mzg3MzAwMDAzMDkxMjIzSU1TSTIzNDUwMDAwODIwMDkyMlNlcmlhbE51bWJlclRUUjAwMDAwMDA4OEFJRGFkZTQxYTMzLTM5YWEtNGI3OC05MzIxLTdkNzIyNGZjZTBlNFBTS19JRGVhMDdjZjc4LWYyZmMtYmRiOC0zM2I4LWFmZjVkMTczNDZkZVBVQktfSUQwY2U2YmUzMi0xOTg0LTQ5OTEtYWRkNC1mNjg4OGI0NDEwOWI=,bRgCsEQ+xAEe/FtfNfNKLQEe78JrEV03uUhnL3RLfx+gcDOj66IsKFBxazuX/5zU7FxqWCnFWxZTM2eCCsqtORnbdDj6bSPLqxp8ho0t8i/dGkUukEu+HdDUNYlRfKfo2twPsvIyjE+Igm+hYcKIjQDGNGHU6btJSfk4Zt6UPW8Vc+hm4EnvE50VrlYJVu4E90JKuCXKtlXpgdRVKamp73WrjInTfsD+x+IxYmTxdDnH5qEOIeFc5tho9IDcYDB+BG2xdk2cq/3exRcLaBUwUVv9yLT8QcdoUG8xS89bQQepgurvdHMtAf31Q1O7yFU8v6vX7yJnubIqw4pqWIcZvA==,GF1RLbaHW5BBgvajAYJtRBNa3HDNS9uDVVGYIrWq4z4=,b5czlGrg1uJa3uiYR9qWR2jR2Hu6Wl6dJ6BTe9aKkfs=,OTk5OTk5OTk5,NjUtNTk3OTktMg==,0ce6be32-1984-4991-add4-f6888b44109b,COMMERCIAL
