Id,SerialNumber,DeviceType,ProvisioningPublicKeyId,ExternalUrl
27be8bc6-a296-4409-b713-07421676560e,TTR000000087,thintracker,0ce6be32-1984-4991-add4-f6888b44109b,http://aware-stg.qualcomm.com/public/TTR000000087
ade41a33-39aa-4b78-9321-7d7224fce0e4,TTR000000088,thintracker,0ce6be32-1984-4991-add4-f6888b44109b,http://aware-stg.qualcomm.com/public/TTR000000088
