SerialNumber,DEVICEINFOVER,DEVICEINFO,ENCKEY,INFOMAC,SALTVAL,TemperatureSensorID,MCN,ProvisioningPublicKeyId,MANUFACTURINGSTATE
TTR000000087,1,bG9jYWxUaW1lMjAyMy0xMi0wNyAxMDoxODo0NiswODowMElNRUk4NjgyMjUwNjAwMjM4MTNJQ0NJRDg5NDU3Mzg3MzAwMDAzMDkxMDA5SU1TSTIzNDUwMDAwODIwMDkwMFNlcmlhbE51bWJlclRUUjAwMDAwMDA4N0FJRDI3YmU4YmM2LWEyOTYtNDQwOS1iNzEzLTA3NDIxNjc2NTYwZVBTS19JRGNjYWVlZWNkLTljMzQtZGZhOS1jYTczLWE4Nzk1ZWJhODYzNFBVQktfSUQwY2U2YmUzMi0xOTg0LTQ5OTEtYWRkNC1mNjg4OGI0NDEwOWI=,HPZafN4SP8kPSDkivQNwVADyG7gus2InFNTU6OxA3Ao6NM0ry75ZxxMLzYh01XrwOIc02vXrsmepgbrUlBAJ9umgyJwdd7ggcHk0E7+QbFXHnSWCuGwxppWEBkoiPSajqFVEEfsuiIKiREYMq+NF6DZRti61EpFrxEITB3IsDBJ6hVCh3DtnqoZj3/Srx+zWWSzN4UnZ4KIt32R+5boPU51w0wtq2yY7FgvISynkdKEjQ7kuISW3eOOdXP8851WF6Kj1wndU8UtNrvX8Stks7EbYHpjdMK3i2N17idhhRC15mBPFDfGvmb92LW3b3xLoQEqN89fFuz0cH12cTh5nbQ==,DCnQwWjoA8QKw9tfXEsF27hGsl5BBrNRdvXHbaeJMJM=,UnjJGitxh5PdFRHuRSrmQfYMWGUVyYms3g+1oiTEMwY=,OTk5OTk5OTk5,NjUtNTk3OTktMg==,0ce6be32-1984-4991-add4-f6888b44109b,COMMERCIAL
